promotion1,0,82,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,1,83,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,2,84,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,3,85,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,4,86,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,5,87,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,6,88,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,7,89,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,8,79,MatiereConcernee1,professeur1,PROFESSEUR1
promotion1,9,78,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,10,77,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,11,76,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,12,75,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,13,74,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,14,73,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,15,72,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,16,71,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,17,70,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,18,65,MatiereConcernee1,professeur1,PROFESSEUR1
promotion2,19,66,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,20,67,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,21,68,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,22,69,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,23,95,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,24,94,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,25,93,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,26,92,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,27,91,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,28,80,MatiereConcernee1,professeur1,PROFESSEUR1
promotion3,29,81,MatiereConcernee1,professeur1,PROFESSEUR1
