promotion1,0,68,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,1,69,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,2,95,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,3,94,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,4,93,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,5,92,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,6,91,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,7,80,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,8,81,MatiereConcernee3,professeur3,PROFESSEUR3
promotion1,9,82,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,10,83,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,11,84,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,12,85,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,13,86,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,14,87,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,15,88,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,16,89,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,17,79,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,18,78,MatiereConcernee3,professeur3,PROFESSEUR3
promotion2,19,77,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,20,76,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,21,75,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,22,74,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,23,73,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,24,72,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,25,71,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,26,70,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,27,65,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,28,66,MatiereConcernee3,professeur3,PROFESSEUR3
promotion3,29,67,MatiereConcernee3,professeur3,PROFESSEUR3
